token,class,prefix,suffix,token_length,alpha_count,digit_count,special_char_count,x_count,contains_fraction,contains_decimal,contains_dash,contains_slash,contains_space,starts_with_letter,starts_with_digit,ends_with_digit,ends_with_letter,numeric_groups,alphabetic_groups,shape_family,material_hint,company_prefix,normalized_token,regex_signature,category,source
WF-W40X324,W,WF,NONE,10,4,5,1,1,0,0,1,0,0,1,0,1,0,2,3,W,NONE,WF,WF-W40X324,A|SEP:-|A|N|A|N,,augmented
W40X297,W,W,NONE,7,2,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W40X297,A|N|A|N,,original
W 40X297,W,W,NONE,8,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40X297,A|SPACE|N|A|N,,original
W-40X297,W,W,NONE,8,2,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,NONE,W-40X297,A|SEP:-|N|A|N,,augmented
W_40X297,W,W,NONE,8,2,5,1,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W_40X297,A|SEP:_|N|A|N,,augmented
WF40X297,W,WF,NONE,8,3,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,WF,WF40X297,A|N|A|N,,augmented
W40 X 297,W,W,NONE,9,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W40 X 297,A|N|SPACE|A|SPACE|N,,original
WF 40X297,W,WF,NONE,9,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,WF,WF 40X297,A|SPACE|N|A|N,,augmented
WF-40X297,W,WF,NONE,9,3,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,WF,WF-40X297,A|SEP:-|N|A|N,,augmented
W 40 X 297,W,W,NONE,10,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40 X 297,A|SPACE|N|SPACE|A|SPACE|N,,original
W40X297 WF,W,W,WF,10,4,5,0,1,0,0,0,0,1,1,0,0,1,2,3,W,NONE,NONE,W40X297 WF,A|N|A|N|SPACE|A,,augmented
WF W40X297,W,WF,NONE,10,4,5,0,1,0,0,0,0,1,1,0,1,0,2,3,W,NONE,WF,WF W40X297,A|SPACE|A|N|A|N,,augmented
WF-W40X297,W,WF,NONE,10,4,5,1,1,0,0,1,0,0,1,0,1,0,2,3,W,NONE,WF,WF-W40X297,A|SEP:-|A|N|A|N,,augmented
W40X277,W,W,NONE,7,2,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W40X277,A|N|A|N,,original
W 40X277,W,W,NONE,8,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40X277,A|SPACE|N|A|N,,original
W-40X277,W,W,NONE,8,2,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,NONE,W-40X277,A|SEP:-|N|A|N,,augmented
W_40X277,W,W,NONE,8,2,5,1,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W_40X277,A|SEP:_|N|A|N,,augmented
WF40X277,W,WF,NONE,8,3,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,WF,WF40X277,A|N|A|N,,augmented
W40 X 277,W,W,NONE,9,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W40 X 277,A|N|SPACE|A|SPACE|N,,original
WF 40X277,W,WF,NONE,9,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,WF,WF 40X277,A|SPACE|N|A|N,,augmented
WF-40X277,W,WF,NONE,9,3,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,WF,WF-40X277,A|SEP:-|N|A|N,,augmented
W 40 X 277,W,W,NONE,10,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40 X 277,A|SPACE|N|SPACE|A|SPACE|N,,original
W40X277 WF,W,W,WF,10,4,5,0,1,0,0,0,0,1,1,0,0,1,2,3,W,NONE,NONE,W40X277 WF,A|N|A|N|SPACE|A,,augmented
WF W40X277,W,WF,NONE,10,4,5,0,1,0,0,0,0,1,1,0,1,0,2,3,W,NONE,WF,WF W40X277,A|SPACE|A|N|A|N,,augmented
WF-W40X277,W,WF,NONE,10,4,5,1,1,0,0,1,0,0,1,0,1,0,2,3,W,NONE,WF,WF-W40X277,A|SEP:-|A|N|A|N,,augmented
W40X249,W,W,NONE,7,2,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W40X249,A|N|A|N,,original
W 40X249,W,W,NONE,8,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40X249,A|SPACE|N|A|N,,original
W-40X249,W,W,NONE,8,2,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,NONE,W-40X249,A|SEP:-|N|A|N,,augmented
W_40X249,W,W,NONE,8,2,5,1,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W_40X249,A|SEP:_|N|A|N,,augmented
WF40X249,W,WF,NONE,8,3,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,WF,WF40X249,A|N|A|N,,augmented
W40 X 249,W,W,NONE,9,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W40 X 249,A|N|SPACE|A|SPACE|N,,original
WF 40X249,W,WF,NONE,9,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,WF,WF 40X249,A|SPACE|N|A|N,,augmented
WF-40X249,W,WF,NONE,9,3,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,WF,WF-40X249,A|SEP:-|N|A|N,,augmented
W 40 X 249,W,W,NONE,10,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40 X 249,A|SPACE|N|SPACE|A|SPACE|N,,original
W40X249 WF,W,W,WF,10,4,5,0,1,0,0,0,0,1,1,0,0,1,2,3,W,NONE,NONE,W40X249 WF,A|N|A|N|SPACE|A,,augmented
WF W40X249,W,WF,NONE,10,4,5,0,1,0,0,0,0,1,1,0,1,0,2,3,W,NONE,WF,WF W40X249,A|SPACE|A|N|A|N,,augmented
WF-W40X249,W,WF,NONE,10,4,5,1,1,0,0,1,0,0,1,0,1,0,2,3,W,NONE,WF,WF-W40X249,A|SEP:-|A|N|A|N,,augmented
W40X215,W,W,NONE,7,2,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W40X215,A|N|A|N,,original
W 40X215,W,W,NONE,8,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40X215,A|SPACE|N|A|N,,original
W-40X215,W,W,NONE,8,2,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,NONE,W-40X215,A|SEP:-|N|A|N,,augmented
W_40X215,W,W,NONE,8,2,5,1,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W_40X215,A|SEP:_|N|A|N,,augmented
WF40X215,W,WF,NONE,8,3,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,WF,WF40X215,A|N|A|N,,augmented
W40 X 215,W,W,NONE,9,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W40 X 215,A|N|SPACE|A|SPACE|N,,original
WF 40X215,W,WF,NONE,9,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,WF,WF 40X215,A|SPACE|N|A|N,,augmented
WF-40X215,W,WF,NONE,9,3,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,WF,WF-40X215,A|SEP:-|N|A|N,,augmented
W 40 X 215,W,W,NONE,10,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40 X 215,A|SPACE|N|SPACE|A|SPACE|N,,original
W40X215 WF,W,W,WF,10,4,5,0,1,0,0,0,0,1,1,0,0,1,2,3,W,NONE,NONE,W40X215 WF,A|N|A|N|SPACE|A,,augmented
WF W40X215,W,WF,NONE,10,4,5,0,1,0,0,0,0,1,1,0,1,0,2,3,W,NONE,WF,WF W40X215,A|SPACE|A|N|A|N,,augmented
WF-W40X215,W,WF,NONE,10,4,5,1,1,0,0,1,0,0,1,0,1,0,2,3,W,NONE,WF,WF-W40X215,A|SEP:-|A|N|A|N,,augmented
W40X199,W,W,NONE,7,2,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W40X199,A|N|A|N,,original
W 40X199,W,W,NONE,8,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40X199,A|SPACE|N|A|N,,original
W-40X199,W,W,NONE,8,2,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,NONE,W-40X199,A|SEP:-|N|A|N,,augmented
W_40X199,W,W,NONE,8,2,5,1,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W_40X199,A|SEP:_|N|A|N,,augmented
WF40X199,W,WF,NONE,8,3,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,WF,WF40X199,A|N|A|N,,augmented
W40 X 199,W,W,NONE,9,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W40 X 199,A|N|SPACE|A|SPACE|N,,original
WF 40X199,W,WF,NONE,9,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,WF,WF 40X199,A|SPACE|N|A|N,,augmented
WF-40X199,W,WF,NONE,9,3,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,WF,WF-40X199,A|SEP:-|N|A|N,,augmented
W 40 X 199,W,W,NONE,10,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40 X 199,A|SPACE|N|SPACE|A|SPACE|N,,original
W40X199 WF,W,W,WF,10,4,5,0,1,0,0,0,0,1,1,0,0,1,2,3,W,NONE,NONE,W40X199 WF,A|N|A|N|SPACE|A,,augmented
WF W40X199,W,WF,NONE,10,4,5,0,1,0,0,0,0,1,1,0,1,0,2,3,W,NONE,WF,WF W40X199,A|SPACE|A|N|A|N,,augmented
WF-W40X199,W,WF,NONE,10,4,5,1,1,0,0,1,0,0,1,0,1,0,2,3,W,NONE,WF,WF-W40X199,A|SEP:-|A|N|A|N,,augmented
W40X392,W,W,NONE,7,2,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W40X392,A|N|A|N,,original
W 40X392,W,W,NONE,8,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40X392,A|SPACE|N|A|N,,original
W-40X392,W,W,NONE,8,2,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,NONE,W-40X392,A|SEP:-|N|A|N,,augmented
W_40X392,W,W,NONE,8,2,5,1,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W_40X392,A|SEP:_|N|A|N,,augmented
WF40X392,W,WF,NONE,8,3,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,WF,WF40X392,A|N|A|N,,augmented
W40 X 392,W,W,NONE,9,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W40 X 392,A|N|SPACE|A|SPACE|N,,original
WF 40X392,W,WF,NONE,9,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,WF,WF 40X392,A|SPACE|N|A|N,,augmented
WF-40X392,W,WF,NONE,9,3,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,WF,WF-40X392,A|SEP:-|N|A|N,,augmented
W 40 X 392,W,W,NONE,10,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40 X 392,A|SPACE|N|SPACE|A|SPACE|N,,original
W40X392 WF,W,W,WF,10,4,5,0,1,0,0,0,0,1,1,0,0,1,2,3,W,NONE,NONE,W40X392 WF,A|N|A|N|SPACE|A,,augmented
WF W40X392,W,WF,NONE,10,4,5,0,1,0,0,0,0,1,1,0,1,0,2,3,W,NONE,WF,WF W40X392,A|SPACE|A|N|A|N,,augmented
WF-W40X392,W,WF,NONE,10,4,5,1,1,0,0,1,0,0,1,0,1,0,2,3,W,NONE,WF,WF-W40X392,A|SEP:-|A|N|A|N,,augmented
W40X331,W,W,NONE,7,2,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W40X331,A|N|A|N,,original
W 40X331,W,W,NONE,8,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40X331,A|SPACE|N|A|N,,original
W-40X331,W,W,NONE,8,2,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,NONE,W-40X331,A|SEP:-|N|A|N,,augmented
W_40X331,W,W,NONE,8,2,5,1,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W_40X331,A|SEP:_|N|A|N,,augmented
WF40X331,W,WF,NONE,8,3,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,WF,WF40X331,A|N|A|N,,augmented
W40 X 331,W,W,NONE,9,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W40 X 331,A|N|SPACE|A|SPACE|N,,original
WF 40X331,W,WF,NONE,9,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,WF,WF 40X331,A|SPACE|N|A|N,,augmented
WF-40X331,W,WF,NONE,9,3,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,WF,WF-40X331,A|SEP:-|N|A|N,,augmented
W 40 X 331,W,W,NONE,10,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40 X 331,A|SPACE|N|SPACE|A|SPACE|N,,original
W40X331 WF,W,W,WF,10,4,5,0,1,0,0,0,0,1,1,0,0,1,2,3,W,NONE,NONE,W40X331 WF,A|N|A|N|SPACE|A,,augmented
WF W40X331,W,WF,NONE,10,4,5,0,1,0,0,0,0,1,1,0,1,0,2,3,W,NONE,WF,WF W40X331,A|SPACE|A|N|A|N,,augmented
WF-W40X331,W,WF,NONE,10,4,5,1,1,0,0,1,0,0,1,0,1,0,2,3,W,NONE,WF,WF-W40X331,A|SEP:-|A|N|A|N,,augmented
W40X327,W,W,NONE,7,2,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W40X327,A|N|A|N,,original
W 40X327,W,W,NONE,8,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40X327,A|SPACE|N|A|N,,original
W-40X327,W,W,NONE,8,2,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,NONE,W-40X327,A|SEP:-|N|A|N,,augmented
W_40X327,W,W,NONE,8,2,5,1,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W_40X327,A|SEP:_|N|A|N,,augmented
WF40X327,W,WF,NONE,8,3,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,WF,WF40X327,A|N|A|N,,augmented
W40 X 327,W,W,NONE,9,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W40 X 327,A|N|SPACE|A|SPACE|N,,original
WF 40X327,W,WF,NONE,9,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,WF,WF 40X327,A|SPACE|N|A|N,,augmented
WF-40X327,W,WF,NONE,9,3,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,WF,WF-40X327,A|SEP:-|N|A|N,,augmented
W 40 X 327,W,W,NONE,10,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40 X 327,A|SPACE|N|SPACE|A|SPACE|N,,original
W40X327 WF,W,W,WF,10,4,5,0,1,0,0,0,0,1,1,0,0,1,2,3,W,NONE,NONE,W40X327 WF,A|N|A|N|SPACE|A,,augmented
WF W40X327,W,WF,NONE,10,4,5,0,1,0,0,0,0,1,1,0,1,0,2,3,W,NONE,WF,WF W40X327,A|SPACE|A|N|A|N,,augmented
WF-W40X327,W,WF,NONE,10,4,5,1,1,0,0,1,0,0,1,0,1,0,2,3,W,NONE,WF,WF-W40X327,A|SEP:-|A|N|A|N,,augmented
W40X294,W,W,NONE,7,2,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W40X294,A|N|A|N,,original
W 40X294,W,W,NONE,8,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40X294,A|SPACE|N|A|N,,original
W-40X294,W,W,NONE,8,2,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,NONE,W-40X294,A|SEP:-|N|A|N,,augmented
W_40X294,W,W,NONE,8,2,5,1,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W_40X294,A|SEP:_|N|A|N,,augmented
WF40X294,W,WF,NONE,8,3,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,WF,WF40X294,A|N|A|N,,augmented
W40 X 294,W,W,NONE,9,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W40 X 294,A|N|SPACE|A|SPACE|N,,original
WF 40X294,W,WF,NONE,9,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,WF,WF 40X294,A|SPACE|N|A|N,,augmented
WF-40X294,W,WF,NONE,9,3,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,WF,WF-40X294,A|SEP:-|N|A|N,,augmented
W 40 X 294,W,W,NONE,10,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40 X 294,A|SPACE|N|SPACE|A|SPACE|N,,original
W40X294 WF,W,W,WF,10,4,5,0,1,0,0,0,0,1,1,0,0,1,2,3,W,NONE,NONE,W40X294 WF,A|N|A|N|SPACE|A,,augmented
WF W40X294,W,WF,NONE,10,4,5,0,1,0,0,0,0,1,1,0,1,0,2,3,W,NONE,WF,WF W40X294,A|SPACE|A|N|A|N,,augmented
WF-W40X294,W,WF,NONE,10,4,5,1,1,0,0,1,0,0,1,0,1,0,2,3,W,NONE,WF,WF-W40X294,A|SEP:-|A|N|A|N,,augmented
W40X278,W,W,NONE,7,2,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W40X278,A|N|A|N,,original
W 40X278,W,W,NONE,8,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40X278,A|SPACE|N|A|N,,original
W-40X278,W,W,NONE,8,2,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,NONE,W-40X278,A|SEP:-|N|A|N,,augmented
W_40X278,W,W,NONE,8,2,5,1,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W_40X278,A|SEP:_|N|A|N,,augmented
WF40X278,W,WF,NONE,8,3,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,WF,WF40X278,A|N|A|N,,augmented
W40 X 278,W,W,NONE,9,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W40 X 278,A|N|SPACE|A|SPACE|N,,original
WF 40X278,W,WF,NONE,9,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,WF,WF 40X278,A|SPACE|N|A|N,,augmented
WF-40X278,W,WF,NONE,9,3,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,WF,WF-40X278,A|SEP:-|N|A|N,,augmented
W 40 X 278,W,W,NONE,10,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40 X 278,A|SPACE|N|SPACE|A|SPACE|N,,original
W40X278 WF,W,W,WF,10,4,5,0,1,0,0,0,0,1,1,0,0,1,2,3,W,NONE,NONE,W40X278 WF,A|N|A|N|SPACE|A,,augmented
WF W40X278,W,WF,NONE,10,4,5,0,1,0,0,0,0,1,1,0,1,0,2,3,W,NONE,WF,WF W40X278,A|SPACE|A|N|A|N,,augmented
WF-W40X278,W,WF,NONE,10,4,5,1,1,0,0,1,0,0,1,0,1,0,2,3,W,NONE,WF,WF-W40X278,A|SEP:-|A|N|A|N,,augmented
W40X264,W,W,NONE,7,2,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W40X264,A|N|A|N,,original
W 40X264,W,W,NONE,8,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40X264,A|SPACE|N|A|N,,original
W-40X264,W,W,NONE,8,2,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,NONE,W-40X264,A|SEP:-|N|A|N,,augmented
W_40X264,W,W,NONE,8,2,5,1,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W_40X264,A|SEP:_|N|A|N,,augmented
WF40X264,W,WF,NONE,8,3,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,WF,WF40X264,A|N|A|N,,augmented
W40 X 264,W,W,NONE,9,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W40 X 264,A|N|SPACE|A|SPACE|N,,original
WF 40X264,W,WF,NONE,9,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,WF,WF 40X264,A|SPACE|N|A|N,,augmented
WF-40X264,W,WF,NONE,9,3,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,WF,WF-40X264,A|SEP:-|N|A|N,,augmented
W 40 X 264,W,W,NONE,10,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40 X 264,A|SPACE|N|SPACE|A|SPACE|N,,original
W40X264 WF,W,W,WF,10,4,5,0,1,0,0,0,0,1,1,0,0,1,2,3,W,NONE,NONE,W40X264 WF,A|N|A|N|SPACE|A,,augmented
WF W40X264,W,WF,NONE,10,4,5,0,1,0,0,0,0,1,1,0,1,0,2,3,W,NONE,WF,WF W40X264,A|SPACE|A|N|A|N,,augmented
WF-W40X264,W,WF,NONE,10,4,5,1,1,0,0,1,0,0,1,0,1,0,2,3,W,NONE,WF,WF-W40X264,A|SEP:-|A|N|A|N,,augmented
W40X235,W,W,NONE,7,2,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W40X235,A|N|A|N,,original
W 40X235,W,W,NONE,8,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40X235,A|SPACE|N|A|N,,original
W-40X235,W,W,NONE,8,2,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,NONE,W-40X235,A|SEP:-|N|A|N,,augmented
W_40X235,W,W,NONE,8,2,5,1,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W_40X235,A|SEP:_|N|A|N,,augmented
WF40X235,W,WF,NONE,8,3,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,WF,WF40X235,A|N|A|N,,augmented
W40 X 235,W,W,NONE,9,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W40 X 235,A|N|SPACE|A|SPACE|N,,original
WF 40X235,W,WF,NONE,9,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,WF,WF 40X235,A|SPACE|N|A|N,,augmented
WF-40X235,W,WF,NONE,9,3,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,WF,WF-40X235,A|SEP:-|N|A|N,,augmented
W 40 X 235,W,W,NONE,10,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40 X 235,A|SPACE|N|SPACE|A|SPACE|N,,original
W40X235 WF,W,W,WF,10,4,5,0,1,0,0,0,0,1,1,0,0,1,2,3,W,NONE,NONE,W40X235 WF,A|N|A|N|SPACE|A,,augmented
WF W40X235,W,WF,NONE,10,4,5,0,1,0,0,0,0,1,1,0,1,0,2,3,W,NONE,WF,WF W40X235,A|SPACE|A|N|A|N,,augmented
WF-W40X235,W,WF,NONE,10,4,5,1,1,0,0,1,0,0,1,0,1,0,2,3,W,NONE,WF,WF-W40X235,A|SEP:-|A|N|A|N,,augmented
W40X211,W,W,NONE,7,2,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W40X211,A|N|A|N,,original
W 40X211,W,W,NONE,8,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40X211,A|SPACE|N|A|N,,original
W-40X211,W,W,NONE,8,2,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,NONE,W-40X211,A|SEP:-|N|A|N,,augmented
W_40X211,W,W,NONE,8,2,5,1,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W_40X211,A|SEP:_|N|A|N,,augmented
WF40X211,W,WF,NONE,8,3,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,WF,WF40X211,A|N|A|N,,augmented
W40 X 211,W,W,NONE,9,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W40 X 211,A|N|SPACE|A|SPACE|N,,original
WF 40X211,W,WF,NONE,9,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,WF,WF 40X211,A|SPACE|N|A|N,,augmented
WF-40X211,W,WF,NONE,9,3,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,WF,WF-40X211,A|SEP:-|N|A|N,,augmented
W 40 X 211,W,W,NONE,10,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40 X 211,A|SPACE|N|SPACE|A|SPACE|N,,original
W40X211 WF,W,W,WF,10,4,5,0,1,0,0,0,0,1,1,0,0,1,2,3,W,NONE,NONE,W40X211 WF,A|N|A|N|SPACE|A,,augmented
WF W40X211,W,WF,NONE,10,4,5,0,1,0,0,0,0,1,1,0,1,0,2,3,W,NONE,WF,WF W40X211,A|SPACE|A|N|A|N,,augmented
WF-W40X211,W,WF,NONE,10,4,5,1,1,0,0,1,0,0,1,0,1,0,2,3,W,NONE,WF,WF-W40X211,A|SEP:-|A|N|A|N,,augmented
W40X183,W,W,NONE,7,2,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W40X183,A|N|A|N,,original
W 40X183,W,W,NONE,8,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40X183,A|SPACE|N|A|N,,original
W-40X183,W,W,NONE,8,2,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,NONE,W-40X183,A|SEP:-|N|A|N,,augmented
W_40X183,W,W,NONE,8,2,5,1,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,NONE,W_40X183,A|SEP:_|N|A|N,,augmented
WF40X183,W,WF,NONE,8,3,5,0,1,0,0,0,0,0,1,0,1,0,2,2,W,NONE,WF,WF40X183,A|N|A|N,,augmented
W40 X 183,W,W,NONE,9,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W40 X 183,A|N|SPACE|A|SPACE|N,,original
WF 40X183,W,WF,NONE,9,3,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,WF,WF 40X183,A|SPACE|N|A|N,,augmented
WF-40X183,W,WF,NONE,9,3,5,1,1,0,0,1,0,0,1,0,1,0,2,2,W,NONE,WF,WF-40X183,A|SEP:-|N|A|N,,augmented
W 40 X 183,W,W,NONE,10,2,5,0,1,0,0,0,0,1,1,0,1,0,2,2,W,NONE,NONE,W 40 X 183,A|SPACE|N|SPACE|A|SPACE|N,,original
W40X183 WF,W,W,WF,10,4,5,0,1,0,0,0,0,1,1,0,0,1,2,3,W,NONE,NONE,W40X183 WF,A|N|A|N|SPACE|A,,augmented
WF W40X183,W,WF,NONE,10,4,5,0,1,0,0,0,0,1,1,0,1,0,2,3,W,NONE,WF,WF W40X183,A|SPACE|A|N|A|N,,augmented
