token,normalized_token,target_section,source,reviewer_correction,validation_status,quantity,page_number,bbox,ocr_confidence,line_context
2L10X10X13/8X11/2 A36,2L10X10X13/8X11/2A36,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
2L10X10X13/8X1I/2,2L10X10X13/8X1I/2,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
2L10X10X13/8XI1/2,2L10X10X13/8XI1/2,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
2L10X10X13/8X11/2 2L Shape,2L10X10X13/8X11/22LSHAPE,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
2L10X10X13/BX11/2,2L10X10X13/BX11/2,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
Double Angle-2L10X10X13/8X11/2,DOUBLEANGLE2L10X10X13/8X11/2,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
2L10X10X13/8X11/2 ASTM A36,2L10X10X13/8X11/2ASTMA36,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
2LI0X10X13/8X11/2,2LI0X10X13/8X11/2,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
LL Angle-2L10X10X13/8X11/2,LLANGLE2L10X10X13/8X11/2,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
2L_10X10X13/8X11/2,2L10X10X13/8X11/2,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
2L10X10XI3/8X11/2,2L10X10XI3/8X11/2,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X13/8X11/2 ASTM A36,DOUBLEANGLE2L10X10X13/8X11/2ASTMA36,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
2L-10X10X13/8X11/2,2L10X10X13/8X11/2,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
2L10 X 10 X 13/8 X 11/2,2L10X10X13/8X11/2,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
LL Angle 2L10X10X13/8X11/2,LLANGLE2L10X10X13/8X11/2,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
2L10×10×13/8×11/2,2L10X10X13/8X11/2,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
2L Shape 2L10X10X13/8X11/2,2LSHAPE2L10X10X13/8X11/2,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
2L Shape-2L10X10X13/8X11/2,2LSHAPE2L10X10X13/8X11/2,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X13/8X11/2 A36,DOUBLEANGLE2L10X10X13/8X11/2A36,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
2L10X1OX13/8X11/2,2L10X1OX13/8X11/2,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
2L 10 X 10 X 13/8 X 11/2,2L10X10X13/8X11/2,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
2L 10X10X13/8X11/2,2L10X10X13/8X11/2,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
2L1OX10X13/8X11/2,2L1OX10X13/8X11/2,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
2L10 X 10X13/8X11/2,2L10X10X13/8X11/2,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
2L10X10X13/8X11/2 LL Angle,2L10X10X13/8X11/2LLANGLE,2L10X10X13/8X11/2,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X13/8X3/4 A36,DOUBLEANGLE2L10X10X13/8X3/4A36,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
2L10X10X13/8X3/4 ASTM A36,2L10X10X13/8X3/4ASTMA36,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
2L10X10X13/8X3/4 2L Shape,2L10X10X13/8X3/42LSHAPE,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
2L10X10XI3/8X3/4,2L10X10XI3/8X3/4,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
2l10x10x13/8x3/4,2L10X10X13/8X3/4,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
2L10 X 10 X 13/8 X 3/4,2L10X10X13/8X3/4,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
LL Angle-2L10X10X13/8X3/4,LLANGLE2L10X10X13/8X3/4,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
2L1OX10X13/8X3/4,2L1OX10X13/8X3/4,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
LL Angle 2L10X10X13/8X3/4,LLANGLE2L10X10X13/8X3/4,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
2L10X1OX13/8X3/4,2L10X1OX13/8X3/4,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
2L 10X10X13/8X3/4,2L10X10X13/8X3/4,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
2L10X10X13/8X3/4 A36,2L10X10X13/8X3/4A36,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
2L Shape-2L10X10X13/8X3/4,2LSHAPE2L10X10X13/8X3/4,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
2L 10 X 10 X 13/8 X 3/4,2L10X10X13/8X3/4,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X13/8X3/4 ASTM A36,DOUBLEANGLE2L10X10X13/8X3/4ASTMA36,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
2L_10X10X13/8X3/4,2L10X10X13/8X3/4,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
2L10X10X13/BX3/4,2L10X10X13/BX3/4,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
2L10X10X13/8X3/4 LL Angle,2L10X10X13/8X3/4LLANGLE,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X13/8X3/4,DOUBLEANGLE2L10X10X13/8X3/4,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
2L10XI0X13/8X3/4,2L10XI0X13/8X3/4,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
2L10 X 10X13/8X3/4,2L10X10X13/8X3/4,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
2L10×10×13/8×3/4,2L10X10X13/8X3/4,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
2L-10X10X13/8X3/4,2L10X10X13/8X3/4,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
2L Shape 2L10X10X13/8X3/4,2LSHAPE2L10X10X13/8X3/4,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
Double Angle-2L10X10X13/8X3/4,DOUBLEANGLE2L10X10X13/8X3/4,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
2L10X10X13/8X3/4 Double Angle,2L10X10X13/8X3/4DOUBLEANGLE,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
2LI0X10X13/8X3/4,2LI0X10X13/8X3/4,2L10X10X13/8X3/4,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X1X11/2 A36,DOUBLEANGLE2L10X10X1X11/2A36,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
2L10 X 10 X 1 X 11/2,2L10X10X1X11/2,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
2LI0X10X1X11/2,2LI0X10X1X11/2,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
2L10X10XIX11/2,2L10X10XIX11/2,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
2L Shape 2L10X10X1X11/2,2LSHAPE2L10X10X1X11/2,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
2L10×10×1×11/2,2L10X10X1X11/2,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
2L10X10X1X11/2 A36,2L10X10X1X11/2A36,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
2L10X10X1XI1/2,2L10X10X1XI1/2,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
2L_10X10X1X11/2,2L10X10X1X11/2,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
LL Angle 2L10X10X1X11/2,LLANGLE2L10X10X1X11/2,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
2L10X10X1X1I/2,2L10X10X1X1I/2,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
2L10 X 10X1X11/2,2L10X10X1X11/2,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
LL Angle-2L10X10X1X11/2,LLANGLE2L10X10X1X11/2,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
2L10X10X1X11/2 2L Shape,2L10X10X1X11/22LSHAPE,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
2L-10X10X1X11/2,2L10X10X1X11/2,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X1X11/2,DOUBLEANGLE2L10X10X1X11/2,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
2L10X10X1X11/2 ASTM A36,2L10X10X1X11/2ASTMA36,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
2L10X1OX1X11/2,2L10X1OX1X11/2,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X1X11/2 ASTM A36,DOUBLEANGLE2L10X10X1X11/2ASTMA36,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
2L 10 X 10 X 1 X 11/2,2L10X10X1X11/2,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
2L10X10X1X11/2,2L10X10X1X11/2,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
2L 10X10X1X11/2,2L10X10X1X11/2,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
2L10X10X1X11/2 Double Angle,2L10X10X1X11/2DOUBLEANGLE,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
2L10X10X1X11/2 LL Angle,2L10X10X1X11/2LLANGLE,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
Double Angle-2L10X10X1X11/2,DOUBLEANGLE2L10X10X1X11/2,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
2L Shape-2L10X10X1X11/2,2LSHAPE2L10X10X1X11/2,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
2L1OX10X1X11/2,2L1OX10X1X11/2,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
2L10XI0X1X11/2,2L10XI0X1X11/2,2L10X10X1X11/2,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X1X3/4 A36,DOUBLEANGLE2L10X10X1X3/4A36,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
LL Angle 2L10X10X1X3/4,LLANGLE2L10X10X1X3/4,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
2L Shape-2L10X10X1X3/4,2LSHAPE2L10X10X1X3/4,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
2L1OX10X1X3/4,2L1OX10X1X3/4,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
2L10X10X1X3/4 LL Angle,2L10X10X1X3/4LLANGLE,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X1X3/4 ASTM A36,DOUBLEANGLE2L10X10X1X3/4ASTMA36,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
2L10 X 10 X 1 X 3/4,2L10X10X1X3/4,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
2L10X10X1X3/4,2L10X10X1X3/4,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
LL Angle-2L10X10X1X3/4,LLANGLE2L10X10X1X3/4,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
2L Shape 2L10X10X1X3/4,2LSHAPE2L10X10X1X3/4,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
2LI0X10X1X3/4,2LI0X10X1X3/4,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
2L10X10X1X3/4 2L Shape,2L10X10X1X3/42LSHAPE,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
2L10 X 10X1X3/4,2L10X10X1X3/4,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
2L-10X10X1X3/4,2L10X10X1X3/4,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
2L10X1OX1X3/4,2L10X1OX1X3/4,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
2L10XI0X1X3/4,2L10XI0X1X3/4,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
2L_10X10X1X3/4,2L10X10X1X3/4,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
2L10X10X1X3/4 ASTM A36,2L10X10X1X3/4ASTMA36,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
2L10X10X1X3/4 A36,2L10X10X1X3/4A36,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
2L10×10×1×3/4,2L10X10X1X3/4,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X1X3/4,DOUBLEANGLE2L10X10X1X3/4,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
2L 10 X 10 X 1 X 3/4,2L10X10X1X3/4,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
2L 10X10X1X3/4,2L10X10X1X3/4,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
Double Angle-2L10X10X1X3/4,DOUBLEANGLE2L10X10X1X3/4,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
2L10X10XIX3/4,2L10X10XIX3/4,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
2L10X10X1X3/4 Double Angle,2L10X10X1X3/4DOUBLEANGLE,2L10X10X1X3/4,aisc_augmented,False,reference,,,,,
2LI0X10X3/4,2LI0X10X3/4,2L10X10X3/4,aisc_augmented,False,reference,,,,,
2L10X10X3/4 Double Angle,2L10X10X3/4DOUBLEANGLE,2L10X10X3/4,aisc_augmented,False,reference,,,,,
2L 10X10X3/4,2L10X10X3/4,2L10X10X3/4,aisc_augmented,False,reference,,,,,
LL Angle 2L10X10X3/4,LLANGLE2L10X10X3/4,2L10X10X3/4,aisc_augmented,False,reference,,,,,
2L10X10X3/4 A36,2L10X10X3/4A36,2L10X10X3/4,aisc_augmented,False,reference,,,,,
2L10XI0X3/4,2L10XI0X3/4,2L10X10X3/4,aisc_augmented,False,reference,,,,,
2L 10 X 10 X 3/4,2L10X10X3/4,2L10X10X3/4,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X3/4 ASTM A36,DOUBLEANGLE2L10X10X3/4ASTMA36,2L10X10X3/4,aisc_augmented,False,reference,,,,,
2L_10X10X3/4,2L10X10X3/4,2L10X10X3/4,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X3/4,DOUBLEANGLE2L10X10X3/4,2L10X10X3/4,aisc_augmented,False,reference,,,,,
Double Angle-2L10X10X3/4,DOUBLEANGLE2L10X10X3/4,2L10X10X3/4,aisc_augmented,False,reference,,,,,
2L10X10X3/4 ASTM A36,2L10X10X3/4ASTMA36,2L10X10X3/4,aisc_augmented,False,reference,,,,,
2L10X10X3/4,2L10X10X3/4,2L10X10X3/4,aisc_augmented,False,reference,,,,,
2L10×10×3/4,2L10X10X3/4,2L10X10X3/4,aisc_augmented,False,reference,,,,,
LL Angle-2L10X10X3/4,LLANGLE2L10X10X3/4,2L10X10X3/4,aisc_augmented,False,reference,,,,,
2L Shape 2L10X10X3/4,2LSHAPE2L10X10X3/4,2L10X10X3/4,aisc_augmented,False,reference,,,,,
2L10 X 10X3/4,2L10X10X3/4,2L10X10X3/4,aisc_augmented,False,reference,,,,,
2L1OX10X3/4,2L1OX10X3/4,2L10X10X3/4,aisc_augmented,False,reference,,,,,
2L10X10X3/4 LL Angle,2L10X10X3/4LLANGLE,2L10X10X3/4,aisc_augmented,False,reference,,,,,
2L-10X10X3/4,2L10X10X3/4,2L10X10X3/4,aisc_augmented,False,reference,,,,,
2L Shape-2L10X10X3/4,2LSHAPE2L10X10X3/4,2L10X10X3/4,aisc_augmented,False,reference,,,,,
2L10X1OX3/4,2L10X1OX3/4,2L10X10X3/4,aisc_augmented,False,reference,,,,,
2L10X10X3/4 2L Shape,2L10X10X3/42LSHAPE,2L10X10X3/4,aisc_augmented,False,reference,,,,,
2L10 X 10 X 3/4,2L10X10X3/4,2L10X10X3/4,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X3/4 A36,DOUBLEANGLE2L10X10X3/4A36,2L10X10X3/4,aisc_augmented,False,reference,,,,,
2L10X10X3/4X11/2 2L Shape,2L10X10X3/4X11/22LSHAPE,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
2L10X10X3/4X11/2 ASTM A36,2L10X10X3/4X11/2ASTMA36,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
2L_10X10X3/4X11/2,2L10X10X3/4X11/2,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
2L Shape 2L10X10X3/4X11/2,2LSHAPE2L10X10X3/4X11/2,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
2L10×10×3/4×11/2,2L10X10X3/4X11/2,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
2L-10X10X3/4X11/2,2L10X10X3/4X11/2,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
2L10X1OX3/4X11/2,2L10X1OX3/4X11/2,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
2l10x10x3/4x11/2,2L10X10X3/4X11/2,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
2L10X10X3/4X11/2 A36,2L10X10X3/4X11/2A36,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X3/4X11/2 A36,DOUBLEANGLE2L10X10X3/4X11/2A36,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
2L 10 X 10 X 3/4 X 11/2,2L10X10X3/4X11/2,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
2L10X10X3/4X1I/2,2L10X10X3/4X1I/2,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
LL Angle 2L10X10X3/4X11/2,LLANGLE2L10X10X3/4X11/2,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
2L10 X 10X3/4X11/2,2L10X10X3/4X11/2,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
2L Shape-2L10X10X3/4X11/2,2LSHAPE2L10X10X3/4X11/2,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X3/4X11/2 ASTM A36,DOUBLEANGLE2L10X10X3/4X11/2ASTMA36,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
2L10X10X3/4X11/2 LL Angle,2L10X10X3/4X11/2LLANGLE,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X3/4X11/2,DOUBLEANGLE2L10X10X3/4X11/2,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
LL Angle-2L10X10X3/4X11/2,LLANGLE2L10X10X3/4X11/2,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
2L10 X 10 X 3/4 X 11/2,2L10X10X3/4X11/2,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
2LI0X10X3/4X11/2,2LI0X10X3/4X11/2,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
2L10X10X3/4X11/2 Double Angle,2L10X10X3/4X11/2DOUBLEANGLE,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
2L10X10X3/4XI1/2,2L10X10X3/4XI1/2,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
2L1OX10X3/4X11/2,2L1OX10X3/4X11/2,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
2L 10X10X3/4X11/2,2L10X10X3/4X11/2,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
Double Angle-2L10X10X3/4X11/2,DOUBLEANGLE2L10X10X3/4X11/2,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
2L10XI0X3/4X11/2,2L10XI0X3/4X11/2,2L10X10X3/4X11/2,aisc_augmented,False,reference,,,,,
2L10X10X3/4X3/4 ASTM A36,2L10X10X3/4X3/4ASTMA36,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
LL Angle 2L10X10X3/4X3/4,LLANGLE2L10X10X3/4X3/4,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
2L1OX10X3/4X3/4,2L1OX10X3/4X3/4,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
2L10X10X3/4X3/4 2L Shape,2L10X10X3/4X3/42LSHAPE,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
Double Angle-2L10X10X3/4X3/4,DOUBLEANGLE2L10X10X3/4X3/4,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
2L-10X10X3/4X3/4,2L10X10X3/4X3/4,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
2L 10X10X3/4X3/4,2L10X10X3/4X3/4,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X3/4X3/4 A36,DOUBLEANGLE2L10X10X3/4X3/4A36,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
2L10X10X3/4X3/4 A36,2L10X10X3/4X3/4A36,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
2L10 X 10X3/4X3/4,2L10X10X3/4X3/4,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
2L_10X10X3/4X3/4,2L10X10X3/4X3/4,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
LL Angle-2L10X10X3/4X3/4,LLANGLE2L10X10X3/4X3/4,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
2LI0X10X3/4X3/4,2LI0X10X3/4X3/4,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
2L Shape-2L10X10X3/4X3/4,2LSHAPE2L10X10X3/4X3/4,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X3/4X3/4,DOUBLEANGLE2L10X10X3/4X3/4,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
2l10x10x3/4x3/4,2L10X10X3/4X3/4,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
2L10XI0X3/4X3/4,2L10XI0X3/4X3/4,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
2L10X10X3/4X3/4 LL Angle,2L10X10X3/4X3/4LLANGLE,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X3/4X3/4 ASTM A36,DOUBLEANGLE2L10X10X3/4X3/4ASTMA36,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
2L10×10×3/4×3/4,2L10X10X3/4X3/4,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
2L10 X 10 X 3/4 X 3/4,2L10X10X3/4X3/4,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
2L Shape 2L10X10X3/4X3/4,2LSHAPE2L10X10X3/4X3/4,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
2L10X1OX3/4X3/4,2L10X1OX3/4X3/4,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
2L10X10X3/4X3/4 Double Angle,2L10X10X3/4X3/4DOUBLEANGLE,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
2L 10 X 10 X 3/4 X 3/4,2L10X10X3/4X3/4,2L10X10X3/4X3/4,aisc_augmented,False,reference,,,,,
2L-10X10X7/8,2L10X10X7/8,2L10X10X7/8,aisc_augmented,False,reference,,,,,
2L10X10X7/B,2L10X10X7/B,2L10X10X7/8,aisc_augmented,False,reference,,,,,
2L10X10X7/8,2L10X10X7/8,2L10X10X7/8,aisc_augmented,False,reference,,,,,
2L10X10X7/8 Double Angle,2L10X10X7/8DOUBLEANGLE,2L10X10X7/8,aisc_augmented,False,reference,,,,,
2L 10X10X7/8,2L10X10X7/8,2L10X10X7/8,aisc_augmented,False,reference,,,,,
2L Shape 2L10X10X7/8,2LSHAPE2L10X10X7/8,2L10X10X7/8,aisc_augmented,False,reference,,,,,
2L10X10X7/8 A36,2L10X10X7/8A36,2L10X10X7/8,aisc_augmented,False,reference,,,,,
2L1OX10X7/8,2L1OX10X7/8,2L10X10X7/8,aisc_augmented,False,reference,,,,,
2L10X10X7/8 LL Angle,2L10X10X7/8LLANGLE,2L10X10X7/8,aisc_augmented,False,reference,,,,,
2L10X10X7/8 ASTM A36,2L10X10X7/8ASTMA36,2L10X10X7/8,aisc_augmented,False,reference,,,,,
2L_10X10X7/8,2L10X10X7/8,2L10X10X7/8,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X7/8,DOUBLEANGLE2L10X10X7/8,2L10X10X7/8,aisc_augmented,False,reference,,,,,
2L10X1OX7/8,2L10X1OX7/8,2L10X10X7/8,aisc_augmented,False,reference,,,,,
2L10X10X7/8 2L Shape,2L10X10X7/82LSHAPE,2L10X10X7/8,aisc_augmented,False,reference,,,,,
2L10 X 10X7/8,2L10X10X7/8,2L10X10X7/8,aisc_augmented,False,reference,,,,,
2L10×10×7/8,2L10X10X7/8,2L10X10X7/8,aisc_augmented,False,reference,,,,,
2LI0X10X7/8,2LI0X10X7/8,2L10X10X7/8,aisc_augmented,False,reference,,,,,
2L10 X 10 X 7/8,2L10X10X7/8,2L10X10X7/8,aisc_augmented,False,reference,,,,,
2L Shape-2L10X10X7/8,2LSHAPE2L10X10X7/8,2L10X10X7/8,aisc_augmented,False,reference,,,,,
LL Angle 2L10X10X7/8,LLANGLE2L10X10X7/8,2L10X10X7/8,aisc_augmented,False,reference,,,,,
Double Angle-2L10X10X7/8,DOUBLEANGLE2L10X10X7/8,2L10X10X7/8,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X7/8 A36,DOUBLEANGLE2L10X10X7/8A36,2L10X10X7/8,aisc_augmented,False,reference,,,,,
2L 10 X 10 X 7/8,2L10X10X7/8,2L10X10X7/8,aisc_augmented,False,reference,,,,,
LL Angle-2L10X10X7/8,LLANGLE2L10X10X7/8,2L10X10X7/8,aisc_augmented,False,reference,,,,,
2L10XI0X7/8,2L10XI0X7/8,2L10X10X7/8,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X7/8 ASTM A36,DOUBLEANGLE2L10X10X7/8ASTMA36,2L10X10X7/8,aisc_augmented,False,reference,,,,,
Double Angle 2L10X10X7/8X11/2,DOUBLEANGLE2L10X10X7/8X11/2,2L10X10X7/8X11/2,aisc_augmented,False,reference,,,,,
2L10 X 10X7/8X11/2,2L10X10X7/8X11/2,2L10X10X7/8X11/2,aisc_augmented,False,reference,,,,,
2L Shape 2L10X10X7/8X11/2,2LSHAPE2L10X10X7/8X11/2,2L10X10X7/8X11/2,aisc_augmented,False,reference,,,,,
2L10XI0X7/8X11/2,2L10XI0X7/8X11/2,2L10X10X7/8X11/2,aisc_augmented,False,reference,,,,,
2L10X10X7/8X11/2 Double Angle,2L10X10X7/8X11/2DOUBLEANGLE,2L10X10X7/8X11/2,aisc_augmented,False,reference,,,,,
LL Angle-2L10X10X7/8X11/2,LLANGLE2L10X10X7/8X11/2,2L10X10X7/8X11/2,aisc_augmented,False,reference,,,,,
2L 10X10X7/8X11/2,2L10X10X7/8X11/2,2L10X10X7/8X11/2,aisc_augmented,False,reference,,,,,
2L10X10X7/8X11/2 2L Shape,2L10X10X7/8X11/22LSHAPE,2L10X10X7/8X11/2,aisc_augmented,False,reference,,,,,
2L10 X 10 X 7/8 X 11/2,2L10X10X7/8X11/2,2L10X10X7/8X11/2,aisc_augmented,False,reference,,,,,
