token,class,category,source
HSS6X6 A500,HSS,,augmented
TS8X6,HSS,,augmented
HSS8X6,HSS,,original
TS 8X6,HSS,,augmented
HSS 8X6,HSS,,original
HSS-8X6,HSS,,augmented
HSS_8X6,HSS,,augmented
HSS8 X 6,HSS,,original
HSS 8 X 6,HSS,,original
HSS HSS8X6,HSS,,augmented
HSS-HSS8X6,HSS,,augmented
HSS8X6 HSS,HSS,,augmented
HSS8X6 A500,HSS,,augmented
HSS8X6 Tube,HSS,,augmented
TS8X4,HSS,,augmented
HSS8X4,HSS,,original
TS 8X4,HSS,,augmented
HSS 8X4,HSS,,original
HSS-8X4,HSS,,augmented
HSS_8X4,HSS,,augmented
HSS8 X 4,HSS,,original
HSS 8 X 4,HSS,,original
HSS HSS8X4,HSS,,augmented
HSS-HSS8X4,HSS,,augmented
HSS8X4 HSS,HSS,,augmented
HSS8X4 A500,HSS,,augmented
L6X4X1/4,L,,original
L 6X4X1/4,L,,original
L-6X4X1/4,L,,augmented
L_6X4X1/4,L,,augmented
L6 X 4X1/4,L,,original
L6X4X1/4 A36,L,,augmented
L 6 X 4 X 1/4,L,,original
Angle L6X4X1/4,L,,augmented
Angle-L6X4X1/4,L,,augmented
L6X4X1/4 Angle,L,,augmented
L Shape L6X4X1/4,L,,augmented
L Shape-L6X4X1/4,L,,augmented
L7X7X1/2,L,,original
L 7X7X1/2,L,,original
L-7X7X1/2,L,,augmented
L_7X7X1/2,L,,augmented
L7 X 7X1/2,L,,original
L7X7X1/2 A36,L,,augmented
L 7 X 7 X 1/2,L,,original
Angle L7X7X1/2,L,,augmented
Angle-L7X7X1/2,L,,augmented
L7X7X1/2 Angle,L,,augmented
L Shape L7X7X1/2,L,,augmented
L Shape-L7X7X1/2,L,,augmented
W18X36,W,,original
W 18X36,W,,original
W-18X36,W,,augmented
W_18X36,W,,augmented
WF18X36,W,,augmented
W18 X 36,W,,original
WF 18X36,W,,augmented
WF-18X36,W,,augmented
W 18 X 36,W,,original
W18X36 WF,W,,augmented
WF W18X36,W,,augmented
S-000,S,,original
S -000,S,,original
S--000,S,,augmented
S_-000,S,,augmented
S-000 A36,S,,augmented
Beam S-000,S,,augmented
Beam-S-000,S,,augmented
S-000 Beam,S,,augmented
I-Beam S-000,S,,augmented
I-Beam-S-000,S,,augmented
S-000 I-Beam,S,,augmented
S Shape S-000,S,,augmented
S Shape-S-000,S,,augmented
S-005,S,,original
S -005,S,,original
S--005,S,,augmented
S_-005,S,,augmented
S-005 A36,S,,augmented
Beam S-005,S,,augmented
Beam-S-005,S,,augmented
S-005 Beam,S,,augmented
I-Beam S-005,S,,augmented
I-Beam-S-005,S,,augmented
S-005 I-Beam,S,,augmented
S Shape S-005,S,,augmented
S Shape-S-005,S,,augmented
S-100,S,,original
S -100,S,,original
S--100,S,,augmented
S_-100,S,,augmented
S-100 A36,S,,augmented
Beam S-100,S,,augmented
Beam-S-100,S,,augmented
S-100 Beam,S,,augmented
I-Beam S-100,S,,augmented
I-Beam-S-100,S,,augmented
S-100 I-Beam,S,,augmented
S Shape S-100,S,,augmented
S Shape-S-100,S,,augmented
S-105,S,,original
S -105,S,,original
S--105,S,,augmented
S_-105,S,,augmented
S-105 A36,S,,augmented
Beam S-105,S,,augmented
Beam-S-105,S,,augmented
S-105 Beam,S,,augmented
I-Beam S-105,S,,augmented
I-Beam-S-105,S,,augmented
S-105 I-Beam,S,,augmented
S Shape S-105,S,,augmented
S Shape-S-105,S,,augmented
S-200,S,,original
S -200,S,,original
S--200,S,,augmented
S_-200,S,,augmented
S-200 A36,S,,augmented
Beam S-200,S,,augmented
Beam-S-200,S,,augmented
S-200 Beam,S,,augmented
I-Beam S-200,S,,augmented
I-Beam-S-200,S,,augmented
S-200 I-Beam,S,,augmented
S Shape S-200,S,,augmented
S Shape-S-200,S,,augmented
S-300,S,,original
S -300,S,,original
S--300,S,,augmented
S_-300,S,,augmented
S-300 A36,S,,augmented
Beam S-300,S,,augmented
Beam-S-300,S,,augmented
S-300 Beam,S,,augmented
I-Beam S-300,S,,augmented
I-Beam-S-300,S,,augmented
S-300 I-Beam,S,,augmented
S Shape S-300,S,,augmented
S Shape-S-300,S,,augmented
S-302,S,,original
S -302,S,,original
S--302,S,,augmented
S_-302,S,,augmented
S-302 A36,S,,augmented
Beam S-302,S,,augmented
Beam-S-302,S,,augmented
S-302 Beam,S,,augmented
I-Beam S-302,S,,augmented
I-Beam-S-302,S,,augmented
S-302 I-Beam,S,,augmented
S Shape S-302,S,,augmented
S Shape-S-302,S,,augmented
S-400,S,,original
S -400,S,,original
S--400,S,,augmented
S_-400,S,,augmented
S-400 A36,S,,augmented
Beam S-400,S,,augmented
Beam-S-400,S,,augmented
S-400 Beam,S,,augmented
I-Beam S-400,S,,augmented
I-Beam-S-400,S,,augmented
S-400 I-Beam,S,,augmented
S Shape S-400,S,,augmented
S Shape-S-400,S,,augmented
S-500,S,,original
S -500,S,,original
S--500,S,,augmented
S_-500,S,,augmented
S-500 A36,S,,augmented
Beam S-500,S,,augmented
Beam-S-500,S,,augmented
S-500 Beam,S,,augmented
I-Beam S-500,S,,augmented
I-Beam-S-500,S,,augmented
S-500 I-Beam,S,,augmented
S Shape S-500,S,,augmented
S Shape-S-500,S,,augmented
S-600,S,,original
S -600,S,,original
S--600,S,,augmented
S_-600,S,,augmented
S-600 A36,S,,augmented
Beam S-600,S,,augmented
Beam-S-600,S,,augmented
S-600 Beam,S,,augmented
I-Beam S-600,S,,augmented
I-Beam-S-600,S,,augmented
S-600 I-Beam,S,,augmented
S Shape S-600,S,,augmented
S Shape-S-600,S,,augmented
S-700,S,,original
S -700,S,,original
S--700,S,,augmented
S_-700,S,,augmented
S-700 A36,S,,augmented
Beam S-700,S,,augmented
Beam-S-700,S,,augmented
S-700 Beam,S,,augmented
I-Beam S-700,S,,augmented
I-Beam-S-700,S,,augmented
S-700 I-Beam,S,,augmented
S Shape S-700,S,,augmented
S Shape-S-700,S,,augmented
S-701,S,,original
S -701,S,,original
S--701,S,,augmented
S_-701,S,,augmented
S-701 A36,S,,augmented
Beam S-701,S,,augmented
Beam-S-701,S,,augmented
S-701 Beam,S,,augmented
I-Beam S-701,S,,augmented
I-Beam-S-701,S,,augmented
S-701 I-Beam,S,,augmented
S Shape S-701,S,,augmented
S Shape-S-701,S,,augmented
S-710,S,,original
S -710,S,,original
S--710,S,,augmented
S_-710,S,,augmented
S-710 A36,S,,augmented
Beam S-710,S,,augmented
Beam-S-710,S,,augmented
S-710 Beam,S,,augmented
I-Beam S-710,S,,augmented
I-Beam-S-710,S,,augmented
S-710 I-Beam,S,,augmented
S Shape S-710,S,,augmented
S Shape-S-710,S,,augmented
S-711,S,,original
S -711,S,,original
S--711,S,,augmented
S_-711,S,,augmented
S-711 A36,S,,augmented
Beam S-711,S,,augmented
Beam-S-711,S,,augmented
S-711 Beam,S,,augmented
I-Beam S-711,S,,augmented
I-Beam-S-711,S,,augmented
S-711 I-Beam,S,,augmented
S Shape S-711,S,,augmented
S Shape-S-711,S,,augmented
S-800,S,,original
S -800,S,,original
S--800,S,,augmented
S_-800,S,,augmented
S-800 A36,S,,augmented
Beam S-800,S,,augmented
Beam-S-800,S,,augmented
S-800 Beam,S,,augmented
I-Beam S-800,S,,augmented
I-Beam-S-800,S,,augmented
S-800 I-Beam,S,,augmented
S Shape S-800,S,,augmented
S Shape-S-800,S,,augmented
TS12X4,HSS,,augmented
HSS12X4,HSS,,original
TS 12X4,HSS,,augmented
HSS 12X4,HSS,,original
HSS-12X4,HSS,,augmented
HSS_12X4,HSS,,augmented
HSS12 X 4,HSS,,original
HSS 12 X 4,HSS,,original
HSS HSS12X4,HSS,,augmented
HSS-HSS12X4,HSS,,augmented
HSS12X4 HSS,HSS,,augmented
HSS12X4 A500,HSS,,augmented
HSS12X4 Tube,HSS,,augmented
TS4X0,HSS,,augmented
HSS4X0,HSS,,original
TS 4X0,HSS,,augmented
HSS 4X0,HSS,,original
HSS-4X0,HSS,,augmented
HSS_4X0,HSS,,augmented
HSS4 X 0,HSS,,original
HSS 4 X 0,HSS,,original
HSS HSS4X0,HSS,,augmented
HSS-HSS4X0,HSS,,augmented
HSS4X0 HSS,HSS,,augmented
HSS4X0 A500,HSS,,augmented
TS6X0,HSS,,augmented
HSS6X0,HSS,,original
TS 6X0,HSS,,augmented
HSS 6X0,HSS,,original
HSS-6X0,HSS,,augmented
HSS_6X0,HSS,,augmented
HSS6 X 0,HSS,,original
HSS 6 X 0,HSS,,original
HSS HSS6X0,HSS,,augmented
HSS-HSS6X0,HSS,,augmented
HSS6X0 HSS,HSS,,augmented
HSS6X0 A500,HSS,,augmented
HSS6X0 Tube,HSS,,augmented
L5X5X1/4,L,,original
L 5X5X1/4,L,,original
L-5X5X1/4,L,,augmented
L_5X5X1/4,L,,augmented
L5 X 5X1/4,L,,original
L5X5X1/4 A36,L,,augmented
L 5 X 5 X 1/4,L,,original
Angle L5X5X1/4,L,,augmented
Angle-L5X5X1/4,L,,augmented
L5X5X1/4 Angle,L,,augmented
L Shape L5X5X1/4,L,,augmented
L Shape-L5X5X1/4,L,,augmented
S-121,S,,original
S -121,S,,original
S--121,S,,augmented
S_-121,S,,augmented
S-121 A36,S,,augmented
Beam S-121,S,,augmented
Beam-S-121,S,,augmented
S-121 Beam,S,,augmented
I-Beam S-121,S,,augmented
I-Beam-S-121,S,,augmented
S-121 I-Beam,S,,augmented
S Shape S-121,S,,augmented
S Shape-S-121,S,,augmented
S-122,S,,original
S -122,S,,original
S--122,S,,augmented
S_-122,S,,augmented
S-122 A36,S,,augmented
Beam S-122,S,,augmented
Beam-S-122,S,,augmented
S-122 Beam,S,,augmented
I-Beam S-122,S,,augmented
I-Beam-S-122,S,,augmented
S-122 I-Beam,S,,augmented
S Shape S-122,S,,augmented
S Shape-S-122,S,,augmented
S-123,S,,original
S -123,S,,original
S--123,S,,augmented
S_-123,S,,augmented
S-123 A36,S,,augmented
Beam S-123,S,,augmented
Beam-S-123,S,,augmented
S-123 Beam,S,,augmented
I-Beam S-123,S,,augmented
I-Beam-S-123,S,,augmented
S-123 I-Beam,S,,augmented
S Shape S-123,S,,augmented
S Shape-S-123,S,,augmented
S-124,S,,original
S -124,S,,original
S--124,S,,augmented
S_-124,S,,augmented
S-124 A36,S,,augmented
Beam S-124,S,,augmented
Beam-S-124,S,,augmented
S-124 Beam,S,,augmented
I-Beam S-124,S,,augmented
I-Beam-S-124,S,,augmented
S-124 I-Beam,S,,augmented
S Shape S-124,S,,augmented
S Shape-S-124,S,,augmented
S-131,S,,original
S -131,S,,original
S--131,S,,augmented
S_-131,S,,augmented
S-131 A36,S,,augmented
Beam S-131,S,,augmented
Beam-S-131,S,,augmented
S-131 Beam,S,,augmented
I-Beam S-131,S,,augmented
I-Beam-S-131,S,,augmented
S-131 I-Beam,S,,augmented
S Shape S-131,S,,augmented
S Shape-S-131,S,,augmented
S-132,S,,original
S -132,S,,original
S--132,S,,augmented
S_-132,S,,augmented
S-132 A36,S,,augmented
Beam S-132,S,,augmented
Beam-S-132,S,,augmented
S-132 Beam,S,,augmented
I-Beam S-132,S,,augmented
I-Beam-S-132,S,,augmented
S-132 I-Beam,S,,augmented
S Shape S-132,S,,augmented
S Shape-S-132,S,,augmented
S-141,S,,original
S -141,S,,original
S--141,S,,augmented
S_-141,S,,augmented
S-141 A36,S,,augmented
Beam S-141,S,,augmented
Beam-S-141,S,,augmented
S-141 Beam,S,,augmented
I-Beam S-141,S,,augmented
I-Beam-S-141,S,,augmented
S-141 I-Beam,S,,augmented
S Shape S-141,S,,augmented
S Shape-S-141,S,,augmented
S-142,S,,original
S -142,S,,original
S--142,S,,augmented
S_-142,S,,augmented
S-142 A36,S,,augmented
Beam S-142,S,,augmented
Beam-S-142,S,,augmented
S-142 Beam,S,,augmented
I-Beam S-142,S,,augmented
I-Beam-S-142,S,,augmented
S-142 I-Beam,S,,augmented
S Shape S-142,S,,augmented
S Shape-S-142,S,,augmented
S-209,S,,original
S -209,S,,original
S--209,S,,augmented
S_-209,S,,augmented
S-209 A36,S,,augmented
Beam S-209,S,,augmented
Beam-S-209,S,,augmented
S-209 Beam,S,,augmented
I-Beam S-209,S,,augmented
I-Beam-S-209,S,,augmented
S-209 I-Beam,S,,augmented
S Shape S-209,S,,augmented
S Shape-S-209,S,,augmented
S-313,S,,original
S -313,S,,original
S--313,S,,augmented
S_-313,S,,augmented
S-313 A36,S,,augmented
Beam S-313,S,,augmented
Beam-S-313,S,,augmented
S-313 Beam,S,,augmented
I-Beam S-313,S,,augmented
I-Beam-S-313,S,,augmented
S-313 I-Beam,S,,augmented
S Shape S-313,S,,augmented
S Shape-S-313,S,,augmented
WF99X99,A,material,original
WF 99X99,A,material,original
WF-99X99,A,material,augmented
WF_99X99,A,material,augmented
WF99 X 99,A,material,original
WF 99 X 99,A,material,original
Beam WF99X99,A,material,augmented
Beam-WF99X99,A,material,augmented
WF99X99 Beam,A,material,augmented
Steel Beam WF99X99,A,material,augmented
Steel Beam-WF99X99,A,material,augmented
WF99X99 Steel Beam,A,material,augmented
WF99X99 WideFlange,A,material,augmented
A992,A992,material,original
A992 A992,A992,material,augmented
ASTM A992,A992,material,augmented
A992 Steel,A992,material,augmented
Grade A992,A992,material,augmented
Mat'l A992,A992,material,augmented
Steel A992,A992,material,augmented
A992 (A992),A992,material,augmented
MATERIAL A992,A992,material,augmented
A123,A123,material,original
A123 A123,A123,material,augmented
ASTM A123,A123,material,augmented
A123 Steel,A123,material,augmented
Grade A123,A123,material,augmented
Mat'l A123,A123,material,augmented
Steel A123,A123,material,augmented
A123 (A123),A123,material,augmented
MATERIAL A123,A123,material,augmented
A205,A205,material,original
A205 A205,A205,material,augmented
ASTM A205,A205,material,augmented
A205 Steel,A205,material,augmented
Grade A205,A205,material,augmented
Mat'l A205,A205,material,augmented
Steel A205,A205,material,augmented
A205 (A205),A205,material,augmented
MATERIAL A205,A205,material,augmented
A307,A307,bolt,original
A307 A307,A307,bolt,augmented
ASTM A307,A307,bolt,augmented
A307 Steel,A307,bolt,augmented
Grade A307,A307,bolt,augmented
Mat'l A307,A307,bolt,augmented
Steel A307,A307,bolt,augmented
A307 (A307),A307,bolt,augmented
MATERIAL A307,A307,bolt,augmented
A325,A325,bolt,original
A325 A325,A325,bolt,augmented
ASTM A325,A325,bolt,augmented
A325 Steel,A325,bolt,augmented
Grade A325,A325,bolt,augmented
Mat'l A325,A325,bolt,augmented
Steel A325,A325,bolt,augmented
A325 (A325),A325,bolt,augmented
MATERIAL A325,A325,bolt,augmented
A36,A36,material,original
A36 A36,A36,material,augmented
ASTM A36,A36,material,augmented
A36 (A36),A36,material,augmented
A36 Steel,A36,material,augmented
Grade A36,A36,material,augmented
Mat'l A36,A36,material,augmented
Steel A36,A36,material,augmented
MATERIAL A36,A36,material,augmented
A572,A572,material,original
A572 A572,A572,material,augmented
ASTM A572,A572,material,augmented
A572 Steel,A572,material,augmented
Grade A572,A572,material,augmented
Mat'l A572,A572,material,augmented
Steel A572,A572,material,augmented
A572 (A572),A572,material,augmented
MATERIAL A572,A572,material,augmented
A615,A615,bolt,original
A615 A615,A615,bolt,augmented
ASTM A615,A615,bolt,augmented
A615 Steel,A615,bolt,augmented
Grade A615,A615,bolt,augmented
Mat'l A615,A615,bolt,augmented
Steel A615,A615,bolt,augmented
A615 (A615),A615,bolt,augmented
MATERIAL A615,A615,bolt,augmented
A1064,A1064,bolt,original
ASTM A1064,A1064,bolt,augmented
A1064 A1064,A1064,bolt,augmented
A1064 Steel,A1064,bolt,augmented
Grade A1064,A1064,bolt,augmented
Mat'l A1064,A1064,bolt,augmented
Steel A1064,A1064,bolt,augmented
A1064 (A1064),A1064,bolt,augmented
MATERIAL A1064,A1064,bolt,augmented
A108,A108,material,original
A108 A108,A108,material,augmented
ASTM A108,A108,material,augmented
A108 Steel,A108,material,augmented
Grade A108,A108,material,augmented
Mat'l A108,A108,material,augmented
Steel A108,A108,material,augmented
A108 (A108),A108,material,augmented
MATERIAL A108,A108,material,augmented
A2280,A2280,material,original
ASTM A2280,A2280,material,augmented
A2280 A2280,A2280,material,augmented
A2280 Steel,A2280,material,augmented
Grade A2280,A2280,material,augmented
Mat'l A2280,A2280,material,augmented
Steel A2280,A2280,material,augmented
A2280 (A2280),A2280,material,augmented
MATERIAL A2280,A2280,material,augmented
A29,A29,material,original
A29 A29,A29,material,augmented
ASTM A29,A29,material,augmented
A29 (A29),A29,material,augmented
A29 Steel,A29,material,augmented
Grade A29,A29,material,augmented
Mat'l A29,A29,material,augmented
Steel A29,A29,material,augmented
MATERIAL A29,A29,material,augmented
A416,A416,material,original
A416 A416,A416,material,augmented
ASTM A416,A416,material,augmented
A416 Steel,A416,material,augmented
Grade A416,A416,material,augmented
Mat'l A416,A416,material,augmented
Steel A416,A416,material,augmented
A416 (A416),A416,material,augmented
MATERIAL A416,A416,material,augmented
A446,A446,material,original
A446 A446,A446,material,augmented
ASTM A446,A446,material,augmented
A446 Steel,A446,material,augmented
Grade A446,A446,material,augmented
Mat'l A446,A446,material,augmented
Steel A446,A446,material,augmented
A446 (A446),A446,material,augmented
MATERIAL A446,A446,material,augmented
A490,A490,bolt,original
A490 A490,A490,bolt,augmented
ASTM A490,A490,bolt,augmented
A490 Steel,A490,bolt,augmented
Grade A490,A490,bolt,augmented
Mat'l A490,A490,bolt,augmented
Steel A490,A490,bolt,augmented
A490 (A490),A490,bolt,augmented
MATERIAL A490,A490,bolt,augmented
A500,A500,material,original
A500 A500,A500,material,augmented
ASTM A500,A500,material,augmented
A500 Steel,A500,material,augmented
Grade A500,A500,material,augmented
Mat'l A500,A500,material,augmented
Steel A500,A500,material,augmented
A500 (A500),A500,material,augmented
MATERIAL A500,A500,material,augmented
A53,A53,material,original
A53 A53,A53,material,augmented
ASTM A53,A53,material,augmented
A53 (A53),A53,material,augmented
A53 Steel,A53,material,augmented
Grade A53,A53,material,augmented
Mat'l A53,A53,material,augmented
Steel A53,A53,material,augmented
MATERIAL A53,A53,material,augmented
A563,A563,bolt,original
A563 A563,A563,bolt,augmented
ASTM A563,A563,bolt,augmented
A563 Steel,A563,bolt,augmented
Grade A563,A563,bolt,augmented
Mat'l A563,A563,bolt,augmented
Steel A563,A563,bolt,augmented
A563 (A563),A563,bolt,augmented
MATERIAL A563,A563,bolt,augmented
A653,A653,material,original
A653 A653,A653,material,augmented
ASTM A653,A653,material,augmented
A653 Steel,A653,material,augmented
Grade A653,A653,material,augmented
Mat'l A653,A653,material,augmented
Steel A653,A653,material,augmented
A653 (A653),A653,material,augmented
MATERIAL A653,A653,material,augmented
A706,A706,material,original
A706 A706,A706,material,augmented
ASTM A706,A706,material,augmented
A706 Steel,A706,material,augmented
Grade A706,A706,material,augmented
Mat'l A706,A706,material,augmented
Steel A706,A706,material,augmented
A706 (A706),A706,material,augmented
MATERIAL A706,A706,material,augmented
A913,A913,material,original
A913 A913,A913,material,augmented
ASTM A913,A913,material,augmented
A913 Steel,A913,material,augmented
Grade A913,A913,material,augmented
Mat'l A913,A913,material,augmented
Steel A913,A913,material,augmented
A913 (A913),A913,material,augmented
MATERIAL A913,A913,material,augmented
A959,A959,material,original
A959 A959,A959,material,augmented
ASTM A959,A959,material,augmented
A959 Steel,A959,material,augmented
Grade A959,A959,material,augmented
Mat'l A959,A959,material,augmented
Steel A959,A959,material,augmented
A959 (A959),A959,material,augmented
MATERIAL A959,A959,material,augmented
C5X5,C,structural_section,augmented
L5X5,C,structural_section,original
C 5X5,C,structural_section,augmented
C-5X5,C,structural_section,augmented
C_5X5,C,structural_section,augmented
C5 X 5,C,structural_section,augmented
C 5 X 5,C,structural_section,augmented
C5X5 A36,C,structural_section,augmented
C Shape C5X5,C,structural_section,augmented
C Shape-C5X5,C,structural_section,augmented
C5X5 C Shape,C,structural_section,augmented
A153,A153,material,original
A153 A153,A153,material,augmented
ASTM A153,A153,material,augmented
A153 Steel,A153,material,augmented
Grade A153,A153,material,augmented
Mat'l A153,A153,material,augmented
Steel A153,A153,material,augmented
A153 (A153),A153,material,augmented
MATERIAL A153,A153,material,augmented
A496,A496,material,original
A496 A496,A496,material,augmented
ASTM A496,A496,material,augmented
A496 Steel,A496,material,augmented
Grade A496,A496,material,augmented
Mat'l A496,A496,material,augmented
Steel A496,A496,material,augmented
A496 (A496),A496,material,augmented
MATERIAL A496,A496,material,augmented
A525,A525,material,original
A525 A525,A525,material,augmented
ASTM A525,A525,material,augmented
A525 Steel,A525,material,augmented
Grade A525,A525,material,augmented
Mat'l A525,A525,material,augmented
Steel A525,A525,material,augmented
A525 (A525),A525,material,augmented
MATERIAL A525,A525,material,augmented
A775,A775,material,original
A775 A775,A775,material,augmented
ASTM A775,A775,material,augmented
A775 Steel,A775,material,augmented
Grade A775,A775,material,augmented
Mat'l A775,A775,material,augmented
Steel A775,A775,material,augmented
A775 (A775),A775,material,augmented
MATERIAL A775,A775,material,augmented
A780,A780,material,original
A780 A780,A780,material,augmented
ASTM A780,A780,material,augmented
A780 Steel,A780,material,augmented
Grade A780,A780,material,augmented
Mat'l A780,A780,material,augmented
Steel A780,A780,material,augmented
A780 (A780),A780,material,augmented
MATERIAL A780,A780,material,augmented
L2X2X10,L,structural_section,original
L 2X2X10,L,structural_section,original
L-2X2X10,L,structural_section,augmented
L_2X2X10,L,structural_section,augmented
L2 X 2X10,L,structural_section,original
L2X2X10 A36,L,structural_section,augmented
L 2 X 2 X 10,L,structural_section,original
Angle L2X2X10,L,structural_section,augmented
Angle-L2X2X10,L,structural_section,augmented
L2X2X10 Angle,L,structural_section,augmented
L Shape L2X2X10,L,structural_section,augmented
L Shape-L2X2X10,L,structural_section,augmented
L5X3,L,structural_section,original
L 5X3,L,structural_section,original
L-5X3,L,structural_section,augmented
L_5X3,L,structural_section,augmented
L5 X 3,L,structural_section,original
L 5 X 3,L,structural_section,original
L5X3 A36,L,structural_section,augmented
Angle L5X3,L,structural_section,augmented
Angle-L5X3,L,structural_section,augmented
L5X3 Angle,L,structural_section,augmented
L Shape L5X3,L,structural_section,augmented
L Shape-L5X3,L,structural_section,augmented
L5X3 L Shape,L,structural_section,augmented
A970,A970,material,original
A970 A970,A970,material,augmented
ASTM A970,A970,material,augmented
A970 Steel,A970,material,augmented
Grade A970,A970,material,augmented
Mat'l A970,A970,material,augmented
Steel A970,A970,material,augmented
A970 (A970),A970,material,augmented
MATERIAL A970,A970,material,augmented
A568,A568,bolt,original
A568 A568,A568,bolt,augmented
ASTM A568,A568,bolt,augmented
A568 Steel,A568,bolt,augmented
Grade A568,A568,bolt,augmented
Mat'l A568,A568,bolt,augmented
Steel A568,A568,bolt,augmented
A568 (A568),A568,bolt,augmented
MATERIAL A568,A568,bolt,augmented
A588,A588,bolt,original
A588 A588,A588,bolt,augmented
ASTM A588,A588,bolt,augmented
A588 Steel,A588,bolt,augmented
Grade A588,A588,bolt,augmented
Mat'l A588,A588,bolt,augmented
Steel A588,A588,bolt,augmented
A588 (A588),A588,bolt,augmented
MATERIAL A588,A588,bolt,augmented
BEAM W18X35,W,structural_section,original
W BEAM W18X35,W,structural_section,augmented
BEAM W18X35 (W),W,structural_section,augmented
ASTM BEAM W18X35,W,structural_section,augmented
BEAM W18X35 Steel,W,structural_section,augmented
Grade BEAM W18X35,W,structural_section,augmented
Mat'l BEAM W18X35,W,structural_section,augmented
Steel BEAM W18X35,W,structural_section,augmented
MATERIAL BEAM W18X35,W,structural_section,augmented
L5X5,L,structural_section,original
L 5X5,L,structural_section,original
L-5X5,L,structural_section,augmented
L_5X5,L,structural_section,augmented
L5 X 5,L,structural_section,original
L 5 X 5,L,structural_section,original
L5X5 A36,L,structural_section,augmented
Angle L5X5,L,structural_section,augmented
Angle-L5X5,L,structural_section,augmented
L5X5 Angle,L,structural_section,augmented
L Shape L5X5,L,structural_section,augmented
L Shape-L5X5,L,structural_section,augmented
W10X24,W,structural_section,original
W 10X24,W,structural_section,original
W-10X24,W,structural_section,augmented
W_10X24,W,structural_section,augmented
WF10X24,W,structural_section,augmented
